 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,MarketMind AI,"MarketMind AI es una plataforma de gestión publicitaria potenciada por Inteligencia Artificial que automatiza la creación de anuncios y centraliza el control de campañas en un solo panel, permitiendo que la agencia y sus clientes colaboren, aprueben estrategias y visualicen resultados en tiempo real para acelerar el crecimiento del negocio.",,,MatchPet,"Plataforma que mediante Inteligencia Artificial, analiza el estilo de vida de adoptantes potenciales y la personalidad de perros y gatos en refugios para sugerir los ""matches"" más compatibles.",,,EstiloYa,Tienda virtual de venta de prendas (Polos y Poleras)  con diseños  y con funcionalidad opcional por parte del cliente a personalizar el diseño de la prenda a su gusto a traves de la implementación de IA generativa.,,,noWAtch,Panel de television por intenet panel administrativo (IPTV). ,,,KRT ProManager,"
Software especializado en la gestión de eventos de karate. Trabajamos de cerca con organizadores, competidores y aficionados para asegurarnos de que cada evento sea un éxito.

",,,Tecsuridad,"Nuestro programa se basa en una aplicación móvil intuitiva y fácil de usar que permite a los ciudadanos reportar situaciones de riesgo o delincuencia de manera instantánea. Esta información se procesa en tiempo real y se utiliza para enviar alertas a todos los usuarios cercanos a la ubicación del incidente,además, el programa integra un sistema de geolocalización avanzado que muestra un mapa en tiempo real con la ubicación de incidentes y delincuentes identificados por sectores.
",,First Job,"Una aplicacion web que brinde puestos de trabajo para estudiantes de distintos institutos, con el fin de brindar experiencia laboral y preparalos para los areas de trabajo. Esta aplicacion tendra un registro de los estudiantes que se encuentran a partir del 4 ciclo, ademas se tendra como colaboradores a distintas entidades comerciales que promuevan la empleabilidad de los estudiantes sin experiencia. ",ReuneT,"ReuneT es un sistema que podrá crear grupos estudiantiles en los cuales se promoverá un  buen trato entre estudiantes de manera que se podrá reportar mensajes ofensivos y además los creadores tendrán acceso a opciones específicas para las tareas permitiendo colocar detalles como la fecha de entrega,  el titulo, agregar o quitar integrantes, entre otras funcionalidades.",Sistema de Atención en Restaurante,"Es una aplicacion que administra las reservas que realizan los clientes, indicando la mesa en donde están los clientes, los alimentos y bebidas que solicitan todo referente al hostal King Panther. Dicha aplicacion contará con una página web, y tambien con una app móvil para que el cliente pueda iniciar sesión, verificar y/o seleccionar lo mencionado previamente.",HelloWorld,Es una aplicación web donde se muestre y venda todo tipo de componentes tecnologicos,CuyoPe,"Nuestra aplicación está dirigida a velar por las necesidades, cuidados y atenciones de los engreídos de la casa (las mascotas). Con esta aplicación podrás lleva el control del día a día tales como: apuntar visitas al veterinario más cercano a tu localidad, las desparasitaciones, vacunas, posibles alergias , utensilios y objetos para tu mascota.",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,AutoClipper,"AutoClipper es una plataforma web y móvil que utiliza inteligencia artificial para convertir videos largos en clips cortos automáticamente, identificando momentos relevantes y optimizándolos para redes sociales; además, permite al usuario editar los clips antes de descargarlos o compartirlos, e incluye un panel administrativo para gestionar usuarios, contenido y el funcionamiento del sistema de manera escalable.",,,Nexus,Es una plataforma de venta y reseña de videojuegos online. Que cuenta tambien con el apartado de foro para que los usuarios puedan compartir sus ideas y opiniones sobre la comunidad y los juegos en si. Y tambien contara con IA para recomendar juegos segun las preferencias de los usuarios,,,TecBook,"TecBook es una aplicación exclusiva para la comunidad de TECSUP que facilita el trueque y la venta de productos, la conexión entre estudiantes y profesores, y la difusión de anuncios y eventos por departamentos. Los usuarios pueden intercambiar artículos, vender productos, recibir notificaciones sobre eventos y comunicados importantes, y tener acceso fácil a información académica y social. La plataforma promueve la interacción y colaboración, con un sistema de calificación y mensajería segura para garantizar transacciones confiables y una comunidad unida.",,,,Nuestra apicación ayuda a ofrecer planes de entrenamiento personalizados y una variedad de productos para conseguir el cuerpo que se desee dada la meta puesta por el usuario.,,,TecSwap,"Es un software diseñado para facilitar la compra y venta de artículos nuevos o usados entre miembros de la comunidad Tecsup, fomentando el bienestar económico y ambiental de los miembros de nuestra institución.",,,, ,,acomer.pe,"Desarrollar una aplicación móvil que ayude a los estudiantes de Tecsup a encontrar restaurantes cercanos y económicos, dentro una lista y calificaciones, que podria incluir características como geolocalización, filtros de precio, comentarios y calificaciones, información sobre el menú y horario de atención",Tecbus,Desarrollar una aplicación orientadora para los usuarios que quieran utilizar los servicios de buses de Tecsup.,,,Food&Food,"App web para cadena de restaurante en el que se podran hacer pedidos desde su mesa usando la app (cada mesa tendra su codigo QR relacionada a el numero de la mesa para que el moso sepa a que mesa se le entregara el pedido), pedidos a domicilio y se podra ver el menu y promociones en tiempo real. l",ASurveys,"ASurveys es una aplicación con el objetivo de crear preguntas/encuestas
donde cualquier usuario pueda recibir respuestas en tiempo real, como
también reaccionar a publicaciones o responder encuestas/dudas
de la comunidad que sean públicas o más personalizadas para sus
contactos/amigos. Habrán categorías generales como comidas, series,
películas, juegos, educación, ventas, mascotas, vestimenta entre otras 
que se irán añadiendo acorde a las necesidades de los usuarios.",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,BodyBoost,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B,MediSmart Clínica Integral,"es una plataforma web y móvil para la gestión de servicios médicos que integra inteligencia artificial para mejorar la interacción entre pacientes y la clínica. Permite agendar citas, recibir orientación básica mediante un asistente virtual y optimizar procesos administrativos, logrando una atención más rápida, eficiente y accesible en comparación con los sistemas tradicionales.",,,TecUnify,"El sistema de Reservas Inteligentes TecUnify es una plataforma web y móvil que permite a los estudiantes reservar aulas y espacios de estudio de manera eficiente. Integra Inteligencia Artificial para predecir la disponibilidad de salones, optimizar horarios y recomendar el espacio ideal según las necesidades del usuario (aforo, equipamiento y horarios). Con ello se reduce la saturación, se evitan choques de reservas y se mejora la experiencia estudiantil.",,,FisioPlus Rafael,"FisioPlus Rafael es una plataforma digital que permitirá a los pacientes continuar su tratamiento terapéutico desde casa, con seguimiento remoto en áreas como terapia neurológica, osteoarticular, psicoemocional y ocupacional. Será una herramienta intuitiva, accesible y diseñada para mantener una atención personalizada y profesional fuera del consultorio.",,,TecEats,"Price Peek es la herramienta que hemos creado para encontrar precios de restaurantes en tiempo real. Con Price Peek, podemos acceder de manera rápida y sencilla a la información más actualizada sobre los precios de menús, platos y bebidas en nuestros restaurantes favoritos. Ya no necesitamos adivinar cuánto costará nuestra comida o hacer llamadas interminables para verificar precios. 

",,,TecFood,"Tecfood Reservas es una aplicación exclusiva diseñada para la comunidad de Tecsup, ofreciendo una solución conveniente y eficiente para realizar reservas de comidas en las instalaciones del campus. Con una interfaz amigable y funciones personalizadas, Tecfood Reservas simplifica el proceso de reserva, garantizando una experiencia gastronómica fluida y satisfactoria para estudiantes, profesores y personal administrativo.",,,,"""iTravel es una solución de gestión de servicios de transporte especialmente diseñada para facilitar la operación de transporte interprovincial. Permite a la empresa registrar y gestionar sus rutas y disponibilidad de asientos en tiempo real. A su vez, los usuarios pueden elegir entre las rutas disponibles, visualizar los vehículos en tiempo real y reservar asientos para un viaje personalizado y sin complicaciones.""",,GeniusTec,"GeniusTec es una aplicación digital que brinda resúmenes cortos, información sintetizada del temario de los estudiantes de Tecsup, buscando así generar conocimientos previos de cada tema en específico antes de cada clase, además incorporara la posibilidad de compartir apuntes y una sección de preguntas frecuentes para aclarar dudas.",KAHIAN,"KAHIAN, es una aplicación de psicología, que quiere difundir los medios de detección del bullying y comunicar con los especialistas encargados. Desarrollar un aplicación que facilite la detección de bullying que pueda sufrir el usuario por medio de la voz.",,,,,AEvents ,"AEvents va orientada a que una persona pueda realizar reservas principalmente para eventos (matrimonios, bautizos, quinceañeros, etc.) y contenga otras pequeñas funcionalidades. Lo vemos como un proyecto viable ya que en el mercado no existen muchas aplicaciones en este ámbito, aunque son necesarias. Creemos que nuestro público objetivo son los organizadores de dichos eventos, aunque los clientes pueden ver su calendario de eventos en esta. Habrán 2 tipos de usuario y cada uno será creado respecto a las necesidades que tenga.",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5B,Nexora,"Nexora es una plataforma de inteligencia artificial que transforma los datos de tu negocio en videos publicitarios con avatar hablante, imágenes promocionales y contenido listo para publicar en redes sociales, sin necesidad de agencias ni equipos de producción.",,,EcoCoins,"Implementar una plataforma de reciclaje gamificada en instituciones educativas, que incentive a la comunidad a separar y entregar residuos en puntos de acopio mediante un sistema de recompensas digitales.",,,KaiMaki,"KaiMaki es una plataforma digital innovadora que conecta a trabajadores y clientes para la contratación de servicios profesionales en diversas áreas. Lo que hace único a KaiMaki es la integración de inteligencia artificial (IA), la cual optimiza tanto la experiencia del usuario como la eficiencia del proceso de contratación.",,,EasyTrack,Nuestra aplicación facilita el envío de paquetes con un enfoque en seguridad y simplicidad. Ofrecemos un sistema confiable que protege tus envíos y una interfaz intuitiva que hace que gestionar y rastrear paquetes sea rápido y fácil.,,,Zandia,Zandia es un aplicacion web diseñada para jovenes que quieran vestirse con ropa fresca Aquí encontrarás ropa de marcas urbanas que te harán sentir cómodo,,,,,,LinderLibrary.com,"Una aplicacion web para la administracion de venta de libros, gestion de inventario, gestion de usuarios.",Clínica los Andes,"Es una aplicacion web tanto como movil, que nos permititra realizar una reserva de citas por medio de internet para evitar las excesivas colas que se hacen de manera presencial, ademas este programa incluira un sistema de pago en linea, para que el paciente pueda ingresar directamente a su consulta con el doctor seleccionado de su preferencia",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B,,"Se basa en un sistema que ayuda a emprendedores y pequeñas empresas a crear contenido publicitario de manera rápida y sencilla. La idea es que, en lugar de diseñar manualmente sus anuncios, el usuario ingrese los datos de su negocio y, de manera automática, el sistema utilice inteligencia artificial para generar textos e imágenes promocionales listos para publicar en redes sociales",,,Checkauto,"Se basa en un sistema que ayuda a las personas a tomar mejores decisiones al momento de comprar un auto de segunda mano. La idea es que, en lugar de solo confiar en lo que dice el vendedor, el usuario pueda escanear la placa del vehículo y, de manera automática, el sistema muestre todo el historial del carro.",,,DONACTIVA,"El Sistema de Donacion de Sangre y Plasma es una plataforma integral orientada a mejorar la gestion y disponibilidad. Su principal objetivo es conectar de forma eficiente a donantes voluntarios, bancos de sangre y centros de salud, utilizando herramientas tecnologicas modernas que permiten automatizar y agilizar los procesos de donacion.",,,,"Sistema que organiza el tiempo de los estudiantes de Tecsup, para que puedan lograr terminar sus trabajos/actividades/proyectos durante un tiempo determinado mediante funciones como: Establecer horarios, apuntes personalizados usando IA, notificaciones , de acuerdo a la necesidad del usuario para realizar sus actividades fácilmente y mejorar la productividad.",,,ReservaTec,"ReservaTec es una aplicación web y móvil diseñada para la comunidad de Tecsup, que permitirá a los usuarios gestionar y realizar reservas de los campos deportivos disponibles en el campus. Los estudiantes, profesores y personal administrativo podrán consultar la disponibilidad de los campos, reservarlos para actividades deportivas y recibir confirmaciones de reserva.",,,,,,Descub,"Una aplicación movil que revela información adicional (nombre, significado, paleta de colores, material, información del artista, etc) detrás de una pintura o figura mediante el escaneo con QR que incluirá ciertos desafios para obtener insignias que fomentaran el interés del usuario con las obras de arte en Lima Metropolitana. En el medio web, se podrá ver los registros de cada escaneo, agregar comentarios a los artistas e interactuar mediante un mapa.",Meteo PE,"Es una aplicación de clima en tiempo real en el Perú, que quiere mostrar a todos los peruanos como está actualmente el ambiente y clima fuera de su casa, dependiendo de la zona en donde estás residiendo.",,,,,,,,,,
,ImpulsA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Proyecto y,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7B,,"TechNova AI es una plataforma de comercio electrónico enfocada en la venta de productos tecnológicos que utiliza inteligencia artificial para ofrecer recomendaciones personalizadas a los usuarios. El sistema permite a los clientes explorar y comprar productos de manera inteligente, mientras que los administradores gestionan el catálogo y analizan el comportamiento de compra para optimizar las ventas.",,,,t,,,,"El Administrador de Tareas con Inteligencia Artificial es una herramienta avanzada diseñada para optimizar y agilizar la gestión de tareas mediante el uso de algoritmos inteligentes. Este sistema tiene como objetivo facilitar a los usuarios la planificación, priorización y seguimiento de sus actividades diarias, mejorando la eficiencia y reduciendo la carga de trabajo manual.",,,LearnAI,LearnAI es una aplicativo multiplataforma encargada en la creación y enseñanza evaluada de material educativo generado por IA.,Iniciando,,,,,,TalkTec,"TalkTec es una plataforma de redes sociales diseñada para fomentar la comunicación, la discusión y el intercambio de ideas entre sus usuarios. Es un espacio digital donde las personas pueden conectar, compartir sus pensamientos y opiniones, así como participar en conversaciones significativas en una amplia variedad de temas relacionadas a sus carreras de la institución tecsup.",,,,PAE,Un aplicativo móvil que permita la comunicación de entre alumnos y padres con autoridades del centro educativo para la deteccion  del bulling. Tomando como idea una red social por cada colegio  en la  cual podra el alumno expresar sus opiniones o informar ante cualquier acto inadecuado. ,,,,,,,,,,
,TechNova AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"NutriCausa es una plataforma educativa interactiva que utiliza inteligencia artificial para enseñar nutrición de forma dinámica y entretenida. A través de alimentos y frutas que “cobran vida” y se comunican con el usuario, el sistema brinda recomendaciones personalizadas, promueve hábitos saludables y ayuda a mejorar la alimentación, especialmente en contextos como el Perú donde existen problemas de malnutrición.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,NutriCausa,,,,Learning cave,"Una aplicación que apoye a los profesores en entorno a sus temas de exposición , los quizz y las evaluaciones con la ayuda de la AI  y también un apoyo a los alumnos mediante ejemplos o quizz tipo practica que se puede dar en las evaluaciones los temas se pueden transformar en temas visuales y auditivas  todo con la ayuda de la AI",,,,,,,MarketMap,"MarketMap es un aplicativo móvil enfocado a la compra y venta de productos de segunda mano ubicados a tu alrededor, que permite un chat entre consumidores y vendedores para la coordinación de los precios y fechas de entrega.",,,,,,,,"Portal de trabajo que busca el reconocimiento de personas con discapacidades, potenciando las posibilidades de que obtengan un trabajo, y las empresas puedan ubicarlos con mayor facilidad, al ser un ambiente que no debe competir con el resto de personas que no sufren estas limitaciones. En esta plataforma se apoyarán a las distintas personas compartiendo sus experiencias y vivencias.",,,,BSA,"Un aplicativo móvil que permite que los estudiantes puedan obtener pruebas de un suceso de bullying, mediante el uso de un ""Botón de ayuda"". Este botón se pone en funcionamiento con tan solo agitar el celular y, permite activar  el GPS y la grabación de video del teléfono con el fin de obtener las pruebas para realizar la respectiva denuncia.",,,,,,,,,,
,,,,,,,Aprobado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C,Neurotutor,"El proyecto propone el desarrollo de un sistema educativo inteligente llamado “Tutor Inteligente Adaptativo”, que utiliza inteligencia artificial para personalizar el aprendizaje. La plataforma permitirá a los estudiantes acceder a contenidos, resolver evaluaciones y recibir recomendaciones según su desempeño. El sistema analizará sus respuestas para identificar su nivel y sugerir temas de refuerzo. Además, brindará retroalimentación inmediata y generará preguntas automáticamente, mejorando así la experiencia de aprendizaje.",,,StudyBoost,StudyBoost es una plataforma educativa gamificada que utiliza inteligencia artificial para mejorar el rendimiento académico estudiantil. La aplicación combina un sistema de puntos y rachas otorgados por profesores con análisis estadístico del progreso académico y generación automática de horarios de estudio personalizados.,,,,,,,,"La aplicación móvil y web está diseñada para estudiantes de institutos tecnológicos, facilitando la conexión y colaboración entre ellos. Permite el registro con un correo institucional, la creación de perfiles detallados, y la participación en eventos y hackatones.",Iniciando ,,,,,,,"El software es un sistema de servicio a domicilio que proporciona acceso a técnicos y especialistas para atender las necesidades de los usuarios en el lugar donde se encuentren. Esta aplicación busca brindar comodidad y asistencia experta en una amplia gama de situaciones, desde reparaciones técnicas hasta servicios especializados, sin importar la ubicación del usuario. Por ejemplo, en situaciones como el desglose de un automóvil, los usuarios pueden utilizar la aplicación para encontrar y solicitar la asistencia de un mecánico cercano de manera rápida y eficiente.",,,,AH-Friendly,"Una aplicacion web que se enfoque en monitorear a los estudiantes de secundaria de manera  anonima y segura, con el fin de mantener la seguridad de los reportes de la persona en anonimato.",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,EduConnect,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,EduMatch AI,"Plataforma tecnológica integral que permite la personalización del aprendizaje mediante el uso de inteligencia artificial, capaz de analizar el perfil académico del usuario, generar rutas de aprendizaje adaptativas, asignar tutores de manera automática y ejecutar intervenciones autónomas, todo ello implementado bajo una arquitectura distribuida que integra aplicaciones web, móviles y servicios de backend desacoplados.
",,,SignSpeak,,,,,,,,UniLink,"UniLink es una aplicación diseñada para ayudar a los estudiantes universitarios, especialmente aquellos que no son muy sociables, a encontrar compañeros para realizar actividades en grupo, como tareas, proyectos grupales y otras actividades académicas. La aplicación permite a los usuarios crear perfiles personalizables, destacar sus habilidades, y calificar a otros usuarios después de colaborar en proyectos.",Inicado,,,,,,ClimaTec,"ClimaTec es un software que busca informar a las personas acerca de los fenómenos naturales y sepan de qué forma afectan a las personas, así como también en qué zonas afecta y cuales las temperatura en dichas zonas.",,,,Friendship,"Friendship, es un prototipo con detector de voz, con el fin de reducir el bullying en el Perú .",,,,,,,,,,
,,,,,,,Aprobado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C,ESTILO IA,"Estilo ia es una aplicación web que soluciona el problema de el desperdicio de prendas, mediante un sistema inteligente que permite a los usuarios descubrir, combinar e intercambiar outfits. Utiliza inteligencia artificial para analizar los gustos del usuario y dar  recomendaciones personalizadas, mejorando su estilo y promoviendo una moda más sostenible.",,,PaTec,"Aplicación dirigida a estudiantes que incluye secciones como eventos estudiantiles y salud. En la sección médica, se brindan opciones para consultar sobre algún malestar o reportar un incidente de salud y solicitar ayuda. Finalmente, la sección de eventos muestra las actividades estudiantiles actuales y próximas durante el ciclo.",,,,,,,ShopSmart,"ShopSmart es una plataforma impulsada por IA que optimiza la gestión de compras del hogar, ofreciendo recomendaciones personalizadas, alertas de inventario y comparación de precios, ayudando a los usuarios a ahorrar tiempo y dinero de manera eficiente.",Iniciado,,,,,,,,,,,Happy user ,"Happy user es un aplicativo de seguimiento estudiantil, que busca garantizar la integridad y el desarrollo adecuado de los escolares manteniendo un control de su entorno para así poder evitar el maltrato físico y verbal dentro de sus centros de estudio.
",,,,,,,,,,
,,,,,,,AProbado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Revisar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5C,,,,,TexIA,"TexIA es una plataforma de gestión textil que centraliza la producción, control de inventarios y órdenes de trabajo, incorporando un sistema de control de calidad y un módulo de diseño asistido por IA para optimizar procesos y mejorar la eficiencia en talleres textiles.
",,,,no quelo,,,Adoptify,Plataforma digital para la adopción de perros y gatos,,,,,,,,,,,,"VCS 
anxiety reduction time control","VCS anxiety reduction time control, consiste en una aplicación web que determine el nivel de ansiedad y stress de estudiantes de educación superior y brindarles un cronograma de actividades  para disminuir  la ansiedad y stress según el nivel que presentan.",,,,,,,,,,
,,,,,,,Aprobado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6C,,,,,EduPlaner,"EduPlanner es una plataforma que permite a los estudiantes organizar su tiempo de estudio con calendarios, tareas y recordatorios  que va a estar acompañado con una IA, mientras que tutores y administradores pueden gestionar planes académicos y monitorear el progreso, todo integrado en una app web y móvil conectadas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Aprobado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Revisar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,,,,,TecnoMarket,"TecnoMarket es una aplicación integral para la gestión y venta de celulares. Los clientes pueden visualizar promociones, recibir notificaciones de descuentos y comparar modelos antes de comprar. El sistema también brinda soporte al administrador para controlar inventario, emitir comprobantes de venta y generar estadísticas de los productos más vendidos.",,,,,,,MOTORMARKET,"MotorMarket es una plataforma virtual que optimiza la gestión de compras y ventas de automóviles nuevos y usados, organizando inventarios y facilitando transacciones para mejorar la experiencia del cliente en el mercado automotriz.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Revisar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,,,,,Cronos Digital,"Cronos Digital es una plataforma educativa interactiva para la enseñanza de la historia. Integra simulación de conversaciones con figuras históricas . Su objetivo es convertir el aprendizaje en una experiencia dinámica y accesible, fomentando la participación, la investigación y la creatividad en estudiantes y público en general.",,,,,,,T&C Week Event,Una plataforma para la organización y gestión de los eventos que tiene la T&C WEEK en Tecsup,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D,,,,,AgroYanapay,"Agro-Yanapay es una solución tecnológica integral que conecta a productores rurales, asociaciones y compradores mediante aplicaciones móviles y web, diseñadas para funcionar incluso en zonas con conectividad limitada. Su arquitectura está pensada para productores y administradores",,,,,,,OrientaTec,"Desarrollaremos una herramienta orientada a jóvenes que les muestre las oportunidades y accesibilidades que ofrece Tecsup, incluyendo un test para identificar sus áreas de interés y un pre-simulacro actualizado para prepararse para el examen de ingreso.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D,,,,,SUMAQ,"Es un Sistema de ventas (ERP) inteligente y modular para restaurantes, que integre en una sola plataforma la gestión de inventarios, pedidos, ventas, reservas y control financiero.
El sistema estará disponible en web y móvil, será escalable y seguro, y contará con funcionalidades de inteligencia artificial para optimizar el consumo de insumos, predecir la demanda de platos y recomendar mejoras operativas.",,,,,,,ParkMyMovil,"Una aplicación enfocada en automatizar la entrada y salida de vehiculos en centros comerciales. Controlando el tiempo, calculando el precio y efectuando el cobro automático al usuario.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5D,,,,,E-salud,"E-salud es la app que transforma tu experiencia con Essalud: consulta especialidades, agenda tus citas, verifica doctores en tiempo real y recibe recomendaciones con IA para encontrar la atención médica adecuada",,,,,,,T&CShop,Una plataforma de venta de productos para la recaudacion de fondos de la semana del TCWeek,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E,,,,,YachayTec,"Plataforma educativa con inteligencia artificial que guía a los estudiantes en el descubrimiento de su vocación y elección de carrera, ofreciendo orientación personalizada y motivadora para impulsar su desarrollo académico y profesional desde temprano.",,,,,,,MOTORMARKET,"MotorMarket es una plataforma virtual que optimiza la gestión de compras y ventas de automóviles nuevos y usados, organizando inventarios y facilitando transacciones para mejorar la experiencia del cliente en el mercado automotriz.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E,,,,,LinkUp ,"La plataforma se trata de un sistema digital que permite a profesionales y estudiantes descubrir, registrarse y participar en eventos de networking relevantes a sus intereses y carreras. Facilita la conexión entre usuarios mediante la administración eficiente de eventos, ofrece recomendaciones inteligentes personalizadas basadas en perfiles y actividades, y proporciona herramientas tanto para participantes como para organizadores que optimizan la gestión y seguimiento de las actividades de networking.",,,,,,,T&C Week Event,Una plataforma para la organización y gestión de los eventos que tiene la T&C WEEK en Tecsup,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
